"","H1_rep1","H1_rep2","H1_rep3","H1_rep4","H9_rep1","H9_rep2","H9_rep3","DEC_rep1","DEC_rep2","EC_rep1","EC_rep2","EC_rep3","HFF_rep1","HFF_rep2","HFF_rep3","NPC_rep1","NPC_rep2","TB_rep1","TB_rep2"
"SPTSSB",196,198,166,171,210,212,260.42,0,0,4,1,3,0,0,0,17,14,28,49
"WIPF3",174.53,148.82,150.32,145.53,502.71,495.46,636.87,92.25,86.52,13.07,7.27,14.36,3.89,4.73,8.8,820.48,301.67,51.3,76.9
"ANG",30,25,20,28,37,12.61,19.37,179.09,222.59,127.08,123.24,129.12,147.35,179.96,174.66,28.29,15.66,8.47,14
"ARHGAP24",7,4,4,7,9,15,7,634.06,427.41,604,626,1171,949.99,916.03,848,508,378.67,302,474.73
"NFE2L3",2528.72,2422.33,2263.93,2316,7064.61,7207,7091.84,668.09,539,718,592.98,712,289.01,323.99,427.21,580.22,449.24,413,346.12
"C9orf91",333.19,315.9,336.5,325.76,575.92,580.5,665.77,309.13,290.89,76.56,76.44,81.27,363.99,511.31,525.69,61.58,110.67,299.75,539.04
"DEGS1",436.88,434.57,449.96,399.37,1045.9,1335.36,1315.54,1254.06,1126.84,10194.96,12794.9,11650.8,3989.64,3434.98,3970.76,865.06,1645.11,1874.58,1664.64
"MEN1",745.99,737,672.84,661.95,2053.94,2266.71,2285,1873.49,2020,2243.08,2273.68,2056.18,1280.83,1325.79,1113.65,2292,2425.94,1341.08,1801.32
"HTR3D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COIL",395,343.01,370,397,1095.16,1360,1216,703,545.74,690.79,652.81,570.07,385,393.89,372.01,924.96,1062,332,645.23
"TMEM116",66,63,64,49,143.12,172.13,169,185,188,121,124,86,66.97,96,89,205,240,127,197
"TAAR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF3",714.36,728.31,703.51,658.89,1862.13,2096.56,2068.75,1121.96,1040.55,830.24,824.33,1256.47,629.31,595.44,512.12,1590.68,1937.42,687.47,1006.25
"HCRT",0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"C20orf173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ICAM2",4.21,11.25,10.88,9.4,17.68,11.76,10.49,26.19,9.49,3908.87,5265.57,6289.74,1,6.15,4.69,5.46,11.8,0,0
"CXCR6",0,0,1,2,4,4,3,6,3,1,0,0,6,3,3,5,6,14,20
"GJD4",2.92,2.14,1.02,1,5.18,3.67,1.14,11.97,9.14,0,6.83,6.01,1,1.64,6.5,11.23,6.26,7.38,2.96
"SLC26A10",1,1.18,0,0,12.95,7.02,15.38,68.28,104.56,91.6,130.95,270.32,111.92,106.43,96.4,87.78,110.37,16,19
"FBXW10",0,2,0,2,2,0,3.68,0,1.47,1,0,0,9.27,11.6,11.77,15.74,8.56,0,1.25
"SLC36A1",117.05,129,129.98,117,600,618.5,687.93,625.05,468.6,339.8,312,342.65,782.71,745.63,931.88,243,360.76,2352.05,2730.18
"HSD17B2",0,0,0,0,0,0,0,0,6,2,0,0,154,332.02,405,26,25,1,0
"PCDHB9",38.2,23.89,33.42,28.42,60.21,66.8,104.95,239.42,197.91,363.22,441.88,373.15,27.52,33.87,20.8,209.38,174.12,170.83,169.14
"HIST1H2BF",0,1,0,2,11.8,12.24,9,0,2,0,1,1,0,2,1,0,0,0,2
"STOX1",54,36,33,32,137,222,200,78,58,29,14,53,2,0,0,1057,1070.08,31,26
"C14orf129",354,328,293.06,317,1038,1226.97,1109.09,1277,943.99,729.51,930,1020,564,520,570,517.44,762,773,1301
"DSG3",15.47,6.34,6.52,7.65,17.45,16.4,24.14,14.97,16.57,18,7.64,15.66,5.66,3.01,5.4,17.98,29.52,22.05,12.12
"SPERT",0,0,0,0,1,2,0,0,0,5,10,1,0,0,0,1,7,0,0
"KDELR1",2167.81,2171.05,2055.07,2002.36,5229.83,5675.83,5850.51,7606.13,8002.53,6717.67,6513.7,7162.56,6879.61,7436.89,7173.85,5599.18,5678.86,5292.57,7143.38
"PCDHB6",2.16,2.47,2.45,6.29,5.57,1.71,3.16,12.04,15.12,7.4,22.01,5.27,10.93,1.11,14.24,20.34,28.55,3.81,3.97
"KPNA2",7270.28,6873.67,6890.77,6786.8,16777.52,19475.47,19590.18,7571.57,6711,6935.82,6800.22,7305.14,4041.11,4549.94,4220.42,11658.97,20433.31,4033.71,5974.76
"ZNF705D",2.06,3.19,0,0,18.61,31.2,23.97,3.97,7.34,5,0,6.55,2.96,2,2,9.01,6.63,8.1,0
"AEBP2",325.46,344.55,278,300.29,953.48,984.81,1141.79,540.99,416.01,611.47,665.18,752.31,529.24,524.7,627.43,1256.42,901.78,404.02,716.79
"PTTG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAB32",65,66.01,72,60,102,136,130,703.09,697.31,688.01,667.13,644.24,2025.78,1947.7,2040.72,78.2,147,597,826.52
"ITGA2B",76,87,72,70,167,111,151.03,65,93,80,48,76,6,8,5,638.27,220,11,12.36
"CDHR4",1,1,4,1,2,1,4,1,0,9,4,8,4,6,4,4,3,0,0
"ARID5B",16,14.6,9,9,24,11,12.01,296.91,94,141,63,338,5895.18,6873.32,7221.87,73,283,1278.67,1102.72
"RFC2",887.89,843.86,923.89,878.99,1674.33,2338.04,2245.88,1579.35,1499.75,843.15,855.1,883.63,462.5,380,396.31,1218.08,1886.26,657.3,983.16
"ZFP1",99.01,105,88,88,255.99,278.93,281,192.99,116,219,248.86,264.96,174.01,246,231.91,279.16,361.98,148.06,193
"SLC5A9",1,1,0,3,4,2,3,6939,9685.84,26,27,46,3,0,2,6,12.01,4,1
"PKP3",305,294,294,278,261,279,302,820.25,766,81.21,48,72,72,122.62,84,16,12,3730.27,4838.04
"IRS2",288.04,268.26,243,210.9,665.99,675.55,652.34,614.48,444,959.92,777.88,814.84,1303.18,1061.22,1527.84,1236.25,1405,3003.4,1003.21
"ATP12A",21,21,20,12,46,34,36,3422.14,4045.63,26,10,14,1,1,0,5,10,68,114
"MUL1",433.89,449,421.81,378.66,1100.99,1298.06,1210.95,736,739,740.99,864,1078,1057.32,997.64,965.03,529,850,842.64,948.89
"ODF3L1",0,0,0,0,0,0,0,7,0,1,2,0,12.92,6,9,1,2,1,0
"CPA6",1,0,2,1,3,3,1,0,0,0,0,0,1,2,1,0,0,0,0
"JAM2",48,35,38,35,106,79,92,24,3,5,4,10,34,37,56,114.02,70,3,4
"GAGE4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KATNB1",621.77,634,596.07,606,1604.98,1590.08,1509.3,952.98,959,590.47,646.99,553,602.99,606.79,560,1479.43,1809.09,537.9,926
"AUH",181,183,177.3,186,422,601.99,538.09,328.05,277,316,351,316.16,225,269,187.96,586.19,496.97,401,703
"ZNF226",124.03,101.15,109.96,116.38,448.04,473.18,393.21,380.13,379.97,525.37,541.82,420.73,386.75,397.18,369.38,1024.3,739.17,349.58,474.91
"AP4M1",155.03,153.74,140.88,137.62,434.89,435.99,450.77,659.7,720.56,216.06,220,249.97,449.17,485.13,487.89,370.52,447.34,304.6,369.27
"TMEM130",59.76,58.42,77.49,48.25,92.69,74.22,94.85,21.13,42.14,25.96,26.28,32.55,161.92,300.64,335.25,223.42,105.63,41.81,29.36
"ATP6V1B2",1044,985,957,967,2548.54,3270,2957.86,5529.08,5315.97,2835.45,3140.5,4580.14,4487.98,3302,3827,1665,2302,1999.19,3136.01
"AGBL3",3,5,11,5,10,17,19,28,31,10,15,15,3,10,8,25.14,26,8,21
"RCOR3",276,274,245,245,579.86,679.09,680,1953.99,1685.5,566.95,615,626.99,679.96,723.97,744.21,818.01,800.03,644.71,1124.91
"ZBTB25",50,46.34,34,46,97.05,111.89,175,114,63,93.03,85,78,108.01,68,74,227.16,163,84,105
"HPCAL4",43,51,46,52,66,52,91,0,0,0,0,2,0,0,0,2,8,1,0
"RPL27",7574.84,7251.91,7311.81,6885.03,14790.49,17810.1,17795.38,11200.89,11458.35,8769.52,7878.29,7735,12910.87,11313.37,10928.87,9994.54,12733.92,8609.23,13304.36
"PLEKHJ1",1180.23,1115.06,1026.19,1048.85,2628.54,2815.47,2830.76,4663.16,5195.88,2390.77,2560.63,2751.22,951.72,880.5,934.32,2097.45,2869.3,2310.96,2882.39
"ADH5",4221.91,3926.77,3937.65,3979,7318.05,8946.61,8410.96,5342.04,4245.61,3807.03,3666.73,2826,7614.09,7804.97,8461.66,5770.97,7678.4,3498,5146.99
"COL4A6",256,223.33,211.16,214,1794.01,1763.09,1899.51,7692.24,5484.45,3300.08,2570.43,2570.03,14,13,13.99,6021.55,5426.93,1990.05,1979.86
"CCT5",6544.55,6359.33,6280.81,6189.21,15805.79,18964.78,18522.17,12284.68,10604.28,7037.92,6657.51,6745.29,6007.85,5352.92,5265.88,7224.08,12471.02,4305.59,6571.95
"SPRYD7",76.53,65.14,62.83,58.26,138.51,125.57,191.45,281.76,267.18,217.91,239.06,247.61,401.61,285.86,325.82,211.64,239.82,259.79,355.2
"TSTD1",275,259,247,250,525,595.3,630,336.72,413.2,455.49,500.94,495.06,0,3,0,329.85,292,835.52,1142.76
"SH3GL1",2004.94,2079.06,1977.21,1820.01,4248.46,4741.32,4588.22,3622.71,3290.5,3754.6,4164.63,4666.4,4307.88,4651.25,4322.21,3876.06,4279.5,1558.94,2525.14
"MRPS24",746,796.93,751.77,672.73,1375.2,1852.52,1664.02,954.36,929.31,610.96,569,549.87,2281.66,2424.78,2087.52,619.06,1050.72,473.9,736.01
"TLR3",10,18,17,15,29.84,39,21,0,1,0,0,0,77,128,139,4,12,9,20
"FAM180A",0,0,0,0,0,0,0,0,0,0,2,1,312.03,221.98,245,0,0,3,3
"SLCO1A2",141.56,104.97,113.26,98.38,384.68,315.1,361.54,338.71,240.65,206.31,210.78,153.71,31.61,25.53,29.36,330.28,299.69,186.29,195.02
"UGT2B7",1,0,0,0,0,0,0,1,1,4,0,2,0,0,0,0,18,0,2.38
"CD300LG",8.35,5.72,5.86,7.87,27.16,11.71,9.95,13.29,23.77,533.67,435.37,175.68,9.56,11.39,8.07,40.37,34.52,21.34,19.69
"ARL13A",0,0,0,0,0,0,0,4,1,1,2,2,1,0,0,3,1,0,1
"VASP",2384.81,2393.42,2277.66,2111.99,4299.9,4991.93,4867.7,7623.21,7122.31,7542.98,9176.08,11562.56,3766,3515.58,3729.13,1944,1971.5,2870.45,3627.13
"GPSM3",95.94,80,73.94,83.17,120.27,102.98,144.65,298.01,306.94,2312.7,2482.29,2526.82,196.87,196.97,146.97,125.87,229.89,161.98,228.99
"EFNA4",142,142,137,118,414,453.86,464.72,495,593,536,575,618,140,139,148,312,478,142,244
"KCNA6",59.83,60,74.69,64,166.85,149.74,246.53,542.62,226.69,3772.33,3473.58,2858.09,2,0,1,228.92,313.44,54.78,52.84
"CHMP4A",305.82,257,280.89,256,675,862.11,890.04,699,724.18,617,614.13,555.84,921,959.14,826,607.55,907,591.73,900.92
"NEK3",261.02,242,216,232,647,620.99,704,655.49,606.17,2767.79,2876.59,2029.7,250.27,261,250,786.76,1068.04,390,474
"RNF41",1070.4,1071.45,1040.45,951.68,1764.35,2071.48,2318.1,3006.84,2986.23,1479.61,1466.94,1617.09,2240.96,2245.34,2676.49,1363.54,2144.63,1458.38,1923.83
"MTHFD2",3293.95,3153.37,3050.03,3146.52,3997.71,4128,4718.87,3255.12,3402.31,757,738.11,1245.13,2144.8,2507,3019.04,760,2251.68,843.17,1685.94
"CT47A6",0.1,0,0,0,0.29,0.1,0,0,0,0,0,0,0,0,0,0,0.33,0,0
"COX6C",685,625.84,588,663,1846.02,2152,2094.06,1857.6,1865.09,2138.01,2062.42,2098.03,1809.02,1548,1494,1140,1758.17,1115.04,1794
"KIAA1683",0,0,0,0,2,3,5,31,33,48,71,108,25,43,26,161.01,96,94.02,116
"FAM82A1",15,17,15,15,74,60,62,92,58,25,46,41,112,109,132.99,38,45,45,56
"G6PD",739.29,735.69,709.61,623.2,1918.71,2058.9,1913.01,2314.1,2402.59,1396.74,1577.49,1423.21,7936.75,8468.52,8017.08,1298.64,2375.58,932.08,1491.56
"OR4K5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBE3B",385,355,397.35,325,829,854.03,1017.99,1331.99,1101,1710,1810.16,1473.07,1665,1931.17,1879.6,1673.02,1636,1286.03,1812.41
"PPARA",97.24,73.49,76.94,86.84,168.13,161.24,225.01,464.39,357.7,1143.16,1175.92,935.54,1025.87,1213.4,1482.68,419.25,475.93,569.55,956.96
"PRKCQ",249.19,285,244,218,656,733.97,711,1159.02,1282.23,192.24,156,88,2,2,6,223,115,132,152
"CKS2",1453.88,1398,1398,1340,3433,3564.02,4151,1878.26,2030.78,1453,1355,1599.97,905,923,877.34,2479.65,3757,504,824
"ARHGAP44",236.19,202,202,179,481,496,566.81,234,181,218.05,176,116,45,45,36,579.17,394,597.06,1008.76
"ACTR8",264,287.92,271.97,290,922.17,1265,1172.89,632.08,488,594.02,572.22,506.91,1015,969,997.81,645,895,525,852.99
"C20orf79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRAMD2",10,17,12,8,46,65,40,38,24,4,4,7,2,6,6,19,20,1907.06,1902.34
"SEPSECS",116,127,108,96.99,162,228,211,265.02,190,356,362.99,195.01,221,208.01,182.02,593.02,449.98,303,404.8
"ANXA4",109.27,73,77,69,206,193,249,395,326,645,618.79,528.99,2993.25,3030.26,3083.11,51,72,1054.02,1826
"MRPS15",1098,1047.02,1088,1072,2628.96,3355.17,3074.01,2933.98,3166.82,1367.91,1329,1179,1415,1496.28,1365.99,985,2074.69,1162.8,1762.99
"ITGA10",5,5,9,8,10,7,11,40,41,3715.02,3874.84,5857.12,80,47.42,51,7,16,23,19
"JKAMP",295,307.94,284.27,298,852,1022.97,1102.98,1658,1456.78,1026,1041.52,867.09,1091,1006.98,1192,1269.99,1417.29,642.1,859
"PRR5",126.38,146.48,118.29,92.49,336.46,350.79,325.49,814.71,751.53,798.37,950.13,611.23,501.97,750.61,660.78,758.49,508.82,879.25,1114.71
"ASNA1",1045,1083.49,1082,973,2119,2407,2310.43,2491,2672,1505.06,1659.72,1677.01,2469.39,2373,2185.99,1232.13,2221.03,1138,1792.08
"FBXO28",538,540,473,518,1439.92,1872.02,1887.94,986.89,752,1221.69,1214,1441.14,880.41,833.63,940,788.11,1039.99,551,856
"LRRTM2",0,1,0.27,0,3.25,5,1,4,2,2.11,7,6.21,19.09,13,14.88,1.01,1,3.01,7
"AARS",4601.93,4504.57,4361.61,4225.07,6995.58,6591.82,7539.11,4764.99,4631.48,3375.97,3038.62,2423.78,5788.08,7062.65,7096.6,3641.9,4716.23,1814,3244.11
"FOSL1",32,46,35,33,38,37,46,128,56,45,74,237,3148,1737.4,2084.7,8,17,110.84,23
"PKHD1",8.83,7.02,2,8,11.32,12.01,30.99,167,148,5,5,3,0,0,0,8.04,65,42.02,41.99
"CCL23",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TMEM229A",2,4,6,3,20,43,33,105,49.79,6.1,4,3,0,0,0,1,1,11.14,20
"ART5",73,67,65,65,153,140,180,65,70,64.91,67,56,18,19,35,192,142,17,15
"LOC646851",90.33,87.94,95.68,94.09,236.6,211.99,329.57,345.6,312.67,123.24,102.5,160.9,118.82,121.32,105.49,1459.12,833.42,233.34,165.84
"DPY19L3",766,752.55,670,721,2101,2241,2621.17,1448.94,867.94,2731.55,2765.95,2814,823,797.88,1009.08,3283.24,3482.98,1495.3,1542.79
"NT5C1B",4.93,0,0,2,0,0,2.4,4,2.44,0,0,1,0,7.43,0,0,0,7.29,2.58
"LDLRAD3",219.98,197,206.09,213.75,726.53,827.17,739.19,1637.15,1134.98,1093,1232.6,1016.41,215,254.14,269,1405,1699.6,326,360.99
"ABHD10",234,246,212,246,705.05,789.01,846.32,466.98,389,416.98,381.09,267,687,543,591.01,690.3,890.7,269.05,449.13
"STAMBP",623.58,608,594.01,571,1493,1888.42,1749,1346.15,1070.98,944.36,1074,761.98,784,752.02,875.8,1185,1525,893.03,1292.86
"ALKBH8",205,225,195,186,550,778,769.96,219,169,180,207,187.99,231,231.93,211,206,401.92,202,375.04
"RNF166",339,319,307,307,582.95,625,640.01,606,618.98,1187.13,1289,939,310.29,319.98,281.73,762.01,860.8,200.93,339
"ZNF835",61,56.51,51.71,65.39,20.49,27.75,29.99,58.48,51.24,53.2,52.39,48.16,20,13.84,15.29,136.79,145.47,60.17,73.71
"EPX",0,3,1,3,1,1,6,3,7,6,8,4,2,4,2,25,9,2,2.35
"GOLT1B",467.9,425,402.07,455,1086.85,1229.93,1207.99,1156.85,920.12,1274.17,1196.05,1673.02,1252.85,1138.89,1383.68,931.53,1106.78,795.23,809.87
"CPA5",0,0,0,0,0,2,1,1,0,0,4,0,0,2,1,0,5,0,0
"PPFIA3",164,152.91,158.03,130,649.11,361.97,503,118,197.03,452.29,552.53,530.91,53.97,42.07,59,341.36,435,86,174
"KRT40",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,1,2
"GRIK3",114,91,103,96,166.97,131,234,246,458,2,3,3,0,0,0,50,110,0,0
"NXF2",0,1.5,0.5,0,1,0.5,0,28.93,41.19,36.05,40.13,47.65,0,0,0,59.51,28.91,0,0
"JAK1",523,439.74,451.73,430.09,1097.44,1192,1334.15,1128.38,603.01,4473.97,4678.84,5386.62,6101.96,6054.22,7150.08,364,563,962.03,1461.17
"CTXN3",0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0
"DGCR14",285,295.71,284.07,272,660,727.85,774.77,615,611.07,513.76,604.02,789.33,546.3,523.73,488,465.79,765.17,406,656.94
"PPIF",1694.96,1502.01,1537.54,1445.15,3650.04,4197.63,4388.34,2800.11,2274.03,662.26,580.05,712.64,2101.68,1761.01,2029.15,763.95,1687.37,406.6,726.93
"DHRS7B",139,128,151.93,113,311,339,379,420,415.97,515,597,493.06,396,360,395,367,417,437,482
"TPTE",12.24,8.28,8.42,6.25,26.68,26.47,22.65,24.75,9,41.47,46.21,54.73,9.1,10.64,8.33,53.41,37.31,19.96,22.12
"FOXD2",0,0,0,0,2.71,0,3.17,0,4,63.9,44,50,31.16,35.47,33.03,4.02,24.5,6,2
"RNF187",1435.78,1414.64,1431.77,1282.71,2466.96,2719,2561,4385.08,4721.02,3190.4,3530.65,3432.05,3804.52,4264.67,4079.87,1889.01,3251.2,1505.19,2510.84
"OPN1MW",0,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0,0,0,0,0
"MON1B",516.64,525.03,571.82,480.77,1156.96,1192.85,1288.32,1123.03,1011.78,834.82,818.57,857.56,895.86,960.78,888.56,888.86,1077.48,1007.44,1601.66
"CYTIP",2,1,2,0,1,1,1,26,31,1,0,5,0,0,0,4,3,1,2
"P2RY10",0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0
"OR13G1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COQ6",78.71,67.78,67,70.78,197.26,247.38,284.45,381.27,440.38,212.79,247.11,231.86,399.04,411.91,349.78,255.77,322.19,278.81,432.24
"GULP1",620,583,520.57,568.16,1821.73,1806,2436.94,742.09,408,328,215,167,501,532,662.03,1392.16,1706.31,378,653.01
"C4orf46",479.82,425,409,437.25,1245.05,1253.99,1351.26,846.6,664.03,318.6,351,382,329.81,299.31,295.14,1225.77,1460.14,310.03,470
"ZDHHC23",158,158,130,146,364,376,477.02,81,83.03,110,74,87,133,81,95,27,48,264.29,180.95
"PDE4B",178,207.47,169,181,384.98,468,443,241,166.01,1855.47,2561.16,3862.97,583.95,474.9,584.04,44,158,4,8
"GDI2",5904.64,5729.96,5612.86,5732.81,13131.96,16264.24,16487.19,11655.75,9780.38,8713.28,8338.92,8962.79,6560.79,6760.56,6633.83,8075.46,10762.77,4391.09,7560.39
"LAMA5",1168.01,1159,1066,959.09,3945.31,3000.03,4331,12216.49,13967.96,5656.02,7373.4,6171.37,1065.79,2401.75,2735.52,14753.51,7763.8,24455.45,24620.02
"NFAT5",341.81,370.3,309.66,330.29,803.88,764.07,1258.34,2500.94,1373.63,3086.37,3157.9,5042.13,2588.94,2493.27,3628.75,2194.98,1487.34,3748.86,3459.89
"RNMT",953,940,915.36,944.85,2572.57,2912.99,2988.04,2329.8,1833,1248,1158.79,1745.03,1132.02,1145,1255.01,2066.72,2174.69,979,1455.21
"OBP2B",0,0,0,0,0,0,0,0,0,2,2.67,0.5,0,0,0,0,0,1,0
"SLC39A8",495.26,468,383.05,435.16,552.12,657.41,752.34,2995.19,2344.97,1684.1,1937.75,2764.74,63.28,79.96,97.1,292.2,765.99,1089.43,1344.41
"ODZ2",25,29,25,25,29,30,34.99,627.01,561,1,3,3,707.11,1011.2,1187.65,332.73,864.73,75.01,78
"MARCH11",2,2,2,0,6,10,9,167.38,222.01,17,33,25,0,0,0,7,11,8,4
"MSL3",271.63,267.58,238.05,258.33,724.19,799.44,852.63,599.74,574.47,712.28,768.16,744.53,723.16,737.85,682.2,1045.29,1353.52,1162.31,1496.61
"TUBB2B",7645.58,7535.83,7266.07,6933.11,12426.47,13928.13,13612.46,17777.77,20582.18,9062.79,11059.25,11494.21,275.98,294.8,352.73,18883.17,18153.18,976.07,1719.62
"INSR",279,302.01,291,310.57,677.36,574.28,650.03,731.09,638.95,134,128.41,190.95,315.74,296.58,349.92,825.92,752,433.65,527.18
"ZMYND11",398,399,398.01,378.14,1168.41,1451,1536.15,1267,694,1256.32,1280.03,1125.75,1937,1752.25,2112.85,1586,1706.94,1398.01,2001.24
"HNRNPA0",5213.5,5083.32,4846.71,4436.21,11842.68,14599.18,14356.98,10744.4,9566.36,8896.29,9241.69,10064.48,3195.37,3207.19,3503.48,10660.96,13961.02,4300.15,7201.83
"C19orf70",167,140,165,123,295,319,375,418.98,530,360,402.11,314.91,1100.03,1043.86,884.04,203.95,342.11,373,548.04
"PCNP",1121.22,1150.66,1052,1123.87,3378.23,3980.23,3916.88,4650.75,3732.58,3322.97,3584.95,3332.56,2535.31,2717.21,2743.18,2668.19,3002.65,1408.79,2182.86
"ANKRD23",38,45,51,34,135,133,140,119,170.8,88.22,109,47,57,54,48.05,265,181.95,147,189.99
"PDX1",0,0,0,0,0,0,0.59,0,0,9,1,0,0,0,0,2,0.99,0,0
"CLCN2",105,86.03,103.99,78,496.49,415.92,474.09,805.24,843.23,190.2,188.2,461.95,133,124,106.21,1201.54,1170.27,112,121
"C1orf192",25,44,39,39,47,44.98,48.04,79,49,100.12,86,70,56,41,45,163.54,119,44,53
"ACSM2A",2,2,1,0,2,7.98,6.01,8.88,12.08,5.85,4,4.03,7.99,15.5,8.01,8.57,13.41,22.34,14.82
"SEMA4D",525.69,498.01,543.19,490.97,1725.89,1751.8,1819.52,714.97,623.69,291.09,241.25,211.89,61.71,98.27,109.22,2065.38,1460.36,356.24,581.28
"WDFY3",681,667,638.96,609.06,1950.74,2104,2616.01,3036.52,1648,2406,2407.99,2833.82,1419,1413,2132.09,1940.52,1499,2092.89,2889.3
"IL36B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOLGA8B",181.63,169.28,146.23,137.48,1224.79,872.42,1420.47,1718.31,1986.87,726.04,528.08,715.23,701.33,655.56,498.43,4599.2,3045.57,4446.07,2689.45
"CBX5",4229.51,4156.25,3799.98,3963.16,8912.49,10201.88,10265.9,9830.32,7280.52,6054.93,5757.16,5325.62,2472.44,2819.73,2987.82,19565.98,19653.09,4161.73,7498.26
"KPNA7",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"RAPGEF4",19.98,15.99,17,16.95,40.14,71,60.91,95,54,139,168,189,10,7,7.17,31,16,23,14
"SLC25A37",135.93,135.23,141.15,135.89,541.16,531.02,576.72,355.99,377.93,355.51,383,477.36,360.96,386,347.58,1913.99,1022.03,746.07,611.4
"NXT2",141,148,156,168,534,663.97,676,174,126,128,132,108.02,132,139,171,295,311,101,168
"PTGER3",13,15,13.01,11,15.99,12,23.65,6.97,3,232,224,122.99,139.54,91,102,7.82,10,7.91,6
"GMDS",409,409.01,391,435,902,1031,1000,401.78,412.03,464.15,520.31,462.91,427,475,458.11,316,368,328.06,515.04
"TMEM51",90,95,99,81,274,338,400,856.26,764,307.69,369,659.39,241.02,356,336.86,186.37,273,375.52,737.97
"HGSNAT",89,72,75,62,285,404.01,353,1709,1337.99,3293.18,4105.2,4348.84,2371.99,2556.54,3139.09,1058.17,981,2269.7,2302.98
"GIMAP8",0,0,0,0,0,3,1,7,1,3690.86,3768.97,1465.81,0,0,0,6.48,2.01,1,0.97
"ASCC1",335.73,410.78,345.1,301.24,778.12,886.14,950.09,806.42,689.8,843.56,859.58,717.97,654.94,682.52,698.46,842.24,990.37,441.06,776.67
"INPP5A",265.97,297,270,271,804.25,803.76,731.08,926.87,861,640.37,771.07,1140.47,1042.11,1038.8,1059.52,472,731,369,575.7
"ANTXR2",83,87.79,91.54,88.63,286.9,268.29,292.94,907.02,311.54,3173.57,3602.78,4222.16,2687,2746.16,3133.2,996.22,1389.03,1913.5,2681.17
"SLC2A14",102.43,108.28,109.18,110.48,199.66,248.03,290.77,1682.17,1140.03,295.7,271.81,821.78,36.58,19.73,30.86,122.45,275.31,267.49,228.71
"FAM48B2",5,3,4,6,34,21,32,3,0,4,4,11,0,0,1,3,1,0,0
"PTH2R",4,4,2,2,4,14,8,5,1,0,0,2,0,0,0,0,3,0,0
"FAM209A",0,0,0,0,0,0,0,1.89,2,1.17,0,3.03,1,0,0,0,0,0,3.76
"RPS6KA2",448,431,488.99,412,905,922.04,985,1651,1751.23,3348.57,3536.35,3961.61,2199.1,2564.43,3103.96,561,717,2082,2865.5
"STAMBPL1",71,74,63,60,147.06,209,250,15,17,8,11,8,548.05,713,603.01,16,15,28,62
"NEK8",199.89,199.82,204.06,186.11,530.32,476.7,576.26,367.17,440.76,100.59,120.25,118.79,127.37,218.45,162.24,257.11,266.88,394.26,415.43
"KLK7",19.33,16.19,12.16,29.5,34.78,31.27,46.67,17.66,10.06,11.14,7.54,12.62,4.72,4.36,6.35,29.76,28.97,23.44,36.11
"C8orf76",189,173,217.66,163.65,541.25,653.3,746.5,655.17,702.13,489.68,521.21,656.5,408.59,401.52,451.72,712.08,587.46,321.35,467.69
"NDUFA7",378.43,367.14,396.7,325.72,771.15,832.42,837.22,763.15,840.71,708.76,603.22,584.58,554.48,559.65,492.55,552.4,606.09,484.46,706.87
"FGF21",15,11,6,6,3,4,5,2,6,0,0,0,0,0,0,0,0,0,1
"SCAND1",580,525,539,448,1203.55,1270,1150.76,1450.65,1435.57,1099.09,1328.73,1245.92,1151,1145.01,967.77,778.13,1292.95,799.03,1340.67
"MAP3K4",799,742.15,732,751,2170.68,2585.38,2769,2423.66,2062.15,1123.65,982.1,1153.99,744.5,749.44,878.61,1934.29,2762.47,598.95,1009.78
"MAPRE1",2674.61,2577.76,2470.51,2462,6656.16,7713.47,7661.74,7925.31,5934.65,4142.47,4582.1,5272.12,3351.56,2978.99,3069.05,5562.4,7535.06,3036.63,4273.63
"PRAM1",3,1,4,3,1,2,6,6,5,20,7,18,2,2,2,118,29,5,7
"TBC1D16",1169.75,1159,1096,1038.9,2449.91,2918.08,2722.67,2245.95,1393.7,1337.69,1352.89,879,605,780.15,893,954,1658.88,250.98,469.94
"MAP9",178,171.99,188,163,447.06,506,605.39,728.97,501.02,87,72.94,67,552,570.99,657.9,616,479.01,506.99,765.85
